##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	sel3_SRR1724092.trim.1.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	586965
Sequences flagged as poor quality	0
Sequence length	36-50
%GC	45
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	33.06606356426703	34.0	33.0	34.0	31.0	34.0
2	33.235305341885805	34.0	34.0	34.0	31.0	34.0
3	33.182256182225515	34.0	33.0	34.0	31.0	34.0
4	36.51520448408338	37.0	37.0	37.0	35.0	37.0
5	36.51787414922525	37.0	37.0	37.0	35.0	37.0
6	36.47381530414931	37.0	37.0	37.0	35.0	37.0
7	36.44632814563049	37.0	37.0	37.0	35.0	37.0
8	36.44020341928395	37.0	37.0	37.0	35.0	37.0
9	38.29848798480318	39.0	39.0	39.0	37.0	39.0
10	38.2955150647824	39.0	39.0	39.0	37.0	39.0
11	38.26560868194867	39.0	39.0	39.0	37.0	39.0
12	38.269697511776684	39.0	39.0	39.0	37.0	39.0
13	38.25160273610862	39.0	39.0	39.0	37.0	39.0
14	39.816334875162916	41.0	40.0	41.0	38.0	41.0
15	39.73056655848304	41.0	40.0	41.0	37.0	41.0
16	39.69127290383583	41.0	40.0	41.0	37.0	41.0
17	39.686274309371086	41.0	40.0	41.0	37.0	41.0
18	39.68788428611587	41.0	40.0	41.0	37.0	41.0
19	39.711313281030385	41.0	40.0	41.0	37.0	41.0
20	39.68952833644255	41.0	40.0	41.0	37.0	41.0
21	39.64363462898128	41.0	40.0	41.0	37.0	41.0
22	39.621137546531735	41.0	40.0	41.0	37.0	41.0
23	39.58875401429387	41.0	40.0	41.0	37.0	41.0
24	39.561011303910796	41.0	40.0	41.0	37.0	41.0
25	39.50681727189866	41.0	39.0	41.0	37.0	41.0
26	39.40776366563594	41.0	39.0	41.0	36.0	41.0
27	39.38883749456952	41.0	39.0	41.0	36.0	41.0
28	39.337396607974924	41.0	39.0	41.0	36.0	41.0
29	39.25315819512237	41.0	39.0	41.0	36.0	41.0
30	39.21540807373523	40.0	39.0	41.0	36.0	41.0
31	39.163127273346795	40.0	39.0	41.0	36.0	41.0
32	39.102702886884224	40.0	39.0	41.0	36.0	41.0
33	39.30243029822903	40.0	39.0	41.0	36.0	41.0
34	39.32799229937049	41.0	39.0	41.0	36.0	41.0
35	39.32327821931461	41.0	39.0	41.0	36.0	41.0
36	39.17671752148765	41.0	39.0	41.0	36.0	41.0
37	39.15296041692602	40.0	39.0	41.0	36.0	41.0
38	39.09747389153145	40.0	39.0	41.0	35.0	41.0
39	39.32148261762184	41.0	39.0	41.0	36.0	41.0
40	39.37203116613162	41.0	39.0	41.0	36.0	41.0
41	39.365157658813665	41.0	39.0	41.0	36.0	41.0
42	39.333362448705564	41.0	39.0	41.0	36.0	41.0
43	39.2879219864114	41.0	39.0	41.0	35.0	41.0
44	39.25524403513529	41.0	39.0	41.0	35.0	41.0
45	39.21135601695687	41.0	39.0	41.0	35.0	41.0
46	39.167087400860744	41.0	39.0	41.0	35.0	41.0
47	39.11003314334367	41.0	39.0	41.0	35.0	41.0
48	39.07169328433472	41.0	38.0	41.0	35.0	41.0
49	39.045173695724415	40.0	38.0	41.0	35.0	41.0
50	38.98664732703639	40.0	38.0	41.0	35.0	41.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	0.06290252801369434
1101	2	0.06637061779883169
1101	3	0.008981521775886847
1101	4	0.07718137843676232
1101	5	0.022724422724841986
1101	6	-0.04672385294423265
1101	7	-0.06861611797675948
1101	8	-0.04704491991481774
1101	9	-0.10504850983138425
1101	10	-0.05134637167424927
1101	11	-0.09446113452958826
1101	12	-0.2376670410860129
1101	13	-0.07602374285229274
1101	14	0.04636989998365948
1101	15	-0.03893163420081436
1101	16	-0.04221614272504581
1101	17	-0.19398749912740243
1101	18	-0.07904991029827357
1101	19	0.04878066072954823
1101	20	-0.35475523789188657
1101	21	-0.2973993368644301
1101	22	-0.1767628481254846
1101	23	-0.27600825260213924
1101	24	0.058001757782371044
1101	25	-0.11195984315182272
1101	26	-0.1962296487051418
1101	27	-0.030361709150248828
1101	28	-0.3296256923952612
1101	29	-0.2110658619558876
1101	30	-0.24223326543962287
1101	31	-0.3240239985588431
1101	32	-0.197515599150627
1101	33	-0.15111519260369022
1101	34	-0.17421032574612383
1101	35	-0.03294878648211608
1101	36	0.09772078305311993
1101	37	-0.0684924382805221
1101	38	0.11486692167476775
1101	39	0.07605352623129136
1101	40	-0.01973362118283717
1101	41	0.19467750865104705
1101	42	0.03484487034922523
1101	43	0.08748312833347427
1101	44	-0.008074875874164889
1101	45	0.09017812358981558
1101	46	0.04289231410050576
1101	47	0.02648262880402541
1101	48	0.03925524095880206
1101	49	0.13830820432109903
1101	50	0.03567260469438338
1102	1	0.09432002615832857
1102	2	0.014568165969578217
1102	3	-0.05065812529263525
1102	4	0.0381775027873843
1102	5	0.01933666537897949
1102	6	0.02879977202484696
1102	7	-0.0036130944205083892
1102	8	0.02697379864707017
1102	9	0.05085360940667982
1102	10	0.046816130730853445
1102	11	-0.021071178233718513
1102	12	0.03082475408179164
1102	13	-0.21277094606276137
1102	14	0.011365364649279286
1102	15	0.11588131761469356
1102	16	-0.06539101422390559
1102	17	0.1089350428588034
1102	18	-0.06491134896131001
1102	19	-0.0035577851625419044
1102	20	-0.1584439765191945
1102	21	-0.141796137392177
1102	22	0.016263731682656157
1102	23	-0.04975004089822477
1102	24	-0.11941227701601775
1102	25	-0.07663920875474162
1102	26	-0.020526671876581304
1102	27	0.025721823462930615
1102	28	-0.2764111023619975
1102	29	0.06467216063832382
1102	30	-0.14431470905029897
1102	31	-0.17290459557376892
1102	32	-0.2440027765234305
1102	33	0.07888466996192989
1102	34	-0.05284202910776514
1102	35	-0.0975704296475044
1102	36	0.14761633292805953
1102	37	0.016692823257088207
1102	38	-0.07063847543528112
1102	39	0.00636010967095757
1102	40	-0.13303154855463362
1102	41	-0.22589703354297086
1102	42	-0.26890034467302115
1102	43	-0.1996569206371106
1102	44	0.17594234891346616
1102	45	0.09371853078875603
1102	46	-0.04055369440340684
1102	47	0.008883009639056638
1102	48	0.2306248469625558
1102	49	0.04583832906799756
1102	50	0.020606691323386883
1103	1	0.08142868177527163
1103	2	0.13243188604324274
1103	3	0.11508773106095305
1103	4	0.023444537778175345
1103	5	0.04143611289278937
1103	6	0.07668190830477073
1103	7	0.07005173062552927
1103	8	0.12089645058077281
1103	9	0.023229300014413923
1103	10	0.0615490957400624
1103	11	0.094950921213794
1103	12	-0.002324417188923178
1103	13	0.15555317916744116
1103	14	0.09423829282607699
1103	15	0.2668942089590729
1103	16	0.2605758366048221
1103	17	0.35202896551073337
1103	18	0.1045177486445823
1103	19	0.269002067507806
